group,key,English,Korean,중복 체크
Ability,Exp/Abl_P_IceBottle_G2,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 to 3 enemies ,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_IceBottle_G3,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 to 3 enemies ,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_IceBottleEnergyDrink_G2,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 to 3 enemies . Also give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +1,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 주는 병을 던짐 . 또한 자신에게 <sprite name=Status_EnergyDrink><color=#f4b900>에너지 드링크</color> +1,-99999
Ability,Exp/Abl_P_IceBottleEnergyDrink_G3,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 to 4 enemies . Also give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +1,적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 주는 병을 던짐 . 또한 자신에게 <sprite name=Status_EnergyDrink><color=#f4b900>에너지 드링크</color> +1,-99999
Ability,Exp/Abl_P_BombChili_G1,Give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +3 ,자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +3 ,-99999
Ability,Exp/Abl_P_BombChili_G2,Give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +4 ,자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +4 ,-99999
Ability,Exp/Abl_P_BombChili_G3,Give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +5 ,자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +5 ,-99999
Ability,Exp/Abl_P_BombChiliEnergyDrink_G2,Give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +3<c> <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +1 ,자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +3<c> <sprite name=Status_EnergyDrink><color=#f4b900>에너지 드링크</color> +1 ,-99999
Ability,Exp/Abl_P_BombChiliEnergyDrink_G3,Give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +3<c> <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +2 ,자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +3<c> <sprite name=Status_EnergyDrink><color=#f4b900>에너지 드링크</color> +2 ,-99999
Ability,Exp/Abl_P_EnergyDrink_G1,Give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +3 ,자신에게 <sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color> +3 ,-99999
Ability,Exp/Abl_P_EnergyDrink_G2,Give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +4 ,자신에게 <sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color> +4 ,-99999
Ability,Exp/Abl_P_EnergyDrink_G3,Give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +5 ,자신에게 <sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color> +5 ,-99999
Ability,Exp/Abl_P_EnergyDrinkMintCandy_G2,Give yourself a <sprite name=Status_EnergyDrink><color=#ffd900>Energy Drink</color> +3<c> <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +1 ,자신에게 <sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color> +3<c> <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +1 ,-99999
Ability,Exp/Abl_P_EnergyDrinkMintCandy_G3,Give yourself a <sprite name=Status_EnergyDrink><color=#ffd900>Energy Drink</color> +3<c> <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +2 ,자신에게 <sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color> +3<c> <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +2 ,-99999
Ability,Exp/Abl_P_CoconutShield_G1,Give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +3 ,자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +3 ,-99999
Ability,Exp/Abl_P_CoconutShield_G2,Give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +3 ,자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +4 ,-99999
Ability,Exp/Abl_P_CoconutShield_G3,Give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +3 ,자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +5 ,-99999
Ability,Exp/Abl_P_CoconutBombChili_G2,Give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +3<c> <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +1 ,자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +3<c> <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +1 ,-99999
Ability,Exp/Abl_P_CoconutBombChili_G3,Give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +3<c> <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +2 ,자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +3<c> <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +2 ,-99999
Ability,Exp/Abl_P_Meat_G1,Give yourself <sprite name=Status_Meat><color=#f4b900>well-cooked meat</color> +3 ,자신에게 <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +3 ,-99999
Ability,Exp/Abl_P_Meat_G2,Give yourself <sprite name=Status_Meat><color=#f4b900>well-cooked meat</color> +4 ,자신에게 <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +4 ,-99999
Ability,Exp/Abl_P_Meat_G3,Give yourself <sprite name=Status_Meat><color=#f4b900>well-cooked meat</color> +5 ,자신에게 <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +5 ,-99999
Ability,Exp/Abl_P_MeatCoconutShield_G2,Give yourself <sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color> +3<c> <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +1 ,자신에게 <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +3<c> <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +1 ,-99999
Ability,Exp/Abl_P_MeatCoconutShield_G3,Give yourself <sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color> +3<c> <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +2 ,자신에게 <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +3<c> <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +2 ,-99999
Ability,Exp/Abl_P_MintCandy_G1,Give yourself a <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +3 ,자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +3 ,-99999
Ability,Exp/Abl_P_MintCandy_G2,Give yourself a <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +4 ,자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +4 ,-99999
Ability,Exp/Abl_P_MintCandy_G3,Give yourself a <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +5 ,자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +5 ,-99999
Ability,Exp/Abl_P_MintCandyMeat_G2,Give yourself <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +3<c> <sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color> +1 ,자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +3<c> <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +1 ,-99999
Ability,Exp/Abl_P_MintCandyMeat_G3,Give yourself <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +3<c> <sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color> +2 ,자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +3<c> <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> +2 ,-99999
Ability,Exp/Abl_P_SnackSet_G3,Give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color><c> <sprite name=Status_CoconutShield><color=#ffd900>Coconut Shield</color><c> <sprite name=Status_EnergyDrink><color=#ffd900>Energy Drink</color><c> <sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color><c> <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +1 ,자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color><c> <sprite name=Status_CoconutShield><color=#ffd900>코코넛 쉴드</color><c> <sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color><c> <sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color><c> <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +1 ,-99999
Passive,Name/Passive_P_TempHealOnKill_G1,<sprite name=Skill_Passive><color=#5c482f>(Temporary) Recover on Kill,<sprite name=Skill_Passive><color=#5c482f>(임시) 적 처치시 회복,-99999
Passive,Name/Passive_P_MainWeaponEnhance_G1,<sprite name=Skill_Passive><color=#5c482f>Sharp weapon,<sprite name=Skill_Passive><color=#5c482f>날카로운 무기,-99999
Passive,Name/Passive_P_MainWeaponEnhance_G2,<sprite name=Skill_Passive><color=#5c482f>Ultimate melee weapon,<sprite name=Skill_Passive><color=#5c482f>궁극의 근접 무기,-99999
Passive,Name/Passive_P_MainWeaponBottleEnhance_G3,<sprite name=Skill_Passive><color=#5c482f>Weapon expert,<sprite name=Skill_Passive><color=#5c482f>흉기 전문가,-99999
Passive,Name/Passive_P_MainWeaponBombChili_G1,<sprite name=Skill_Passive><color=#5c482f>Bomb chili generator,<sprite name=Skill_Passive><color=#5c482f>폭탄 칠리 생성기,-99999
Passive,Name/Passive_P_MainWeaponBombChili_G3,<sprite name=Skill_Passive><color=#5c482f>Bomb chili factory,<sprite name=Skill_Passive><color=#5c482f>폭탄 칠리 공장,-99999
Passive,Name/Passive_P_MainWeaponKnife_G1,<sprite name=Skill_Passive><color=#5c482f>Martial arts training,<sprite name=Skill_Passive><color=#5c482f>무술 단련,-99999
Passive,Name/Passive_P_MainWeaponKnife_G2,<sprite name=Skill_Passive><color=#5c482f>Martial arts master,<sprite name=Skill_Passive><color=#5c482f>무술의 달인,-99999
Passive,Name/Passive_P_MainWeaponBoots_G1,<sprite name=Skill_Passive><color=#5c482f>Evasion practice,<sprite name=Skill_Passive><color=#5c482f>회피 연습,-99999
Passive,Name/Passive_P_MainWeaponBoots_G2,<sprite name=Skill_Passive><color=#5c482f>Hit and dodge,<sprite name=Skill_Passive><color=#5c482f>때리고 피하기,-99999
Passive,Name/Passive_P_MainWeaponBurningOil_G1,<sprite name=Skill_Passive><color=#5c482f>Weapon on fire,<sprite name=Skill_Passive><color=#5c482f>불 붙은 무기,-99999
Passive,Name/Passive_P_MainWeaponBurningOil_G3,<sprite name=Skill_Passive><color=#5c482f>Weapon summoned from hell,<sprite name=Skill_Passive><color=#5c482f>불지옥에서 소환된 무기,-99999
Passive,Name/Passive_P_TeaForkEnhance_G1,<sprite name=Skill_Passive><color=#5c482f>Sharp tea fork,<sprite name=Skill_Passive><color=#5c482f>뾰족한 티 포크,-99999
Passive,Name/Passive_P_TeaForkEnhance_G2,<sprite name=Skill_Passive><color=#5c482f>Final form tea fork,<sprite name=Skill_Passive><color=#5c482f>최종 형태 티 포크 ,-99999
Passive,Name/Passive_P_TeaForkMainWeapon_G3,<sprite name=Skill_Passive><color=#5c482f>Martial arts expert,<sprite name=Skill_Passive><color=#5c482f>격투술 전문가,-99999
Passive,Name/Passive_P_TeaForkPepperShaker_G1,<sprite name=Skill_Passive><color=#5c482f>Deadly tea fork,<sprite name=Skill_Passive><color=#5c482f>치명적인 티 포크,-99999
Passive,Name/Passive_P_TeaForkPepperShaker_G2,<sprite name=Skill_Passive><color=#5c482f>Tea fork polishing,<sprite name=Skill_Passive><color=#5c482f>티 포크 연마,-99999
Passive,Name/Passive_P_TeaForkTomato_G1,<sprite name=Skill_Passive><color=#5c482f>Absorbing tea fork,<sprite name=Skill_Passive><color=#5c482f>흡수하는 티 포크,-99999
Passive,Name/Passive_P_TeaForkTomato_G2,<sprite name=Skill_Passive><color=#5c482f>Exploiting tea fork,<sprite name=Skill_Passive><color=#5c482f>착취하는 티 포크,-99999
Passive,Name/Passive_P_TeaForkKettle_G1,<sprite name=Skill_Passive><color=#5c482f>Kettle drop,<sprite name=Skill_Passive><color=#5c482f>주전자 낙하,-99999
Passive,Name/Passive_P_TeaForkKettle_G3,<sprite name=Skill_Passive><color=#5c482f>Kettle storm,<sprite name=Skill_Passive><color=#5c482f>주전자 폭풍,-99999
Passive,Name/Passive_P_TeaForkFreeze_G1,<sprite name=Skill_Passive><color=#5c482f>Tea fork taken out of fridge,<sprite name=Skill_Passive><color=#5c482f>냉장고에서 꺼낸 티 포크,-99999
Passive,Name/Passive_P_TeaForkFreeze_G3,<sprite name=Skill_Passive><color=#5c482f>Tea fork taken out of freezer,<sprite name=Skill_Passive><color=#5c482f>냉동실에서 꺼낸 티 포크,-99999
Passive,Name/Passive_P_BottleEnhance_G1,<sprite name=Skill_Passive><color=#5c482f>Breakable bottle,<sprite name=Skill_Passive><color=#5c482f>잘 깨지는 병,-99999
Passive,Name/Passive_P_BottleEnhance_G2,<sprite name=Skill_Passive><color=#5c482f>Shrapnel explosion bottle,<sprite name=Skill_Passive><color=#5c482f>파편 폭발 병,-99999
Passive,Name/Passive_P_BottleTeaForkEnhance_G3,<sprite name=Skill_Passive><color=#5c482f>Throwing expert,<sprite name=Skill_Passive><color=#5c482f>투척 전문가,-99999
Passive,Name/Passive_P_BottleCookingTimer_G1,<sprite name=Skill_Passive><color=#5c482f>Swiftness,<sprite name=Skill_Passive><color=#5c482f>신속성,-99999
Passive,Name/Passive_P_BottleCookingTimer_G2,<sprite name=Skill_Passive><color=#5c482f>Fast hands,<sprite name=Skill_Passive><color=#5c482f>재빠른 손,-99999
Passive,Name/Passive_P_BottleCookingHat_G1,<sprite name=Skill_Passive><color=#5c482f>Rebellious nature,<sprite name=Skill_Passive><color=#5c482f>반항적인 성격,-99999
Passive,Name/Passive_P_BottleCookingHat_G2,<sprite name=Skill_Passive><color=#5c482f>Sturdy leather,<sprite name=Skill_Passive><color=#5c482f>튼튼한 가죽,-99999
Passive,Name/Passive_P_BottleKettle_G1,<sprite name=Skill_Passive><color=#5c482f>Kettle strike,<sprite name=Skill_Passive><color=#5c482f>주전자 일격,-99999
Passive,Name/Passive_P_BottleKettle_G3,<sprite name=Skill_Passive><color=#5c482f>Kettle summoner,<sprite name=Skill_Passive><color=#5c482f>주전자 소환사,-99999
Passive,Name/Passive_P_BottleStickyJam_G1,<sprite name=Skill_Passive><color=#5c482f>Jam-covered bottle,<sprite name=Skill_Passive><color=#5c482f>잼 묻은 병,-99999
Passive,Name/Passive_P_BottleStickyJam_G3,<sprite name=Skill_Passive><color=#5c482f>Bottle buried in jam,<sprite name=Skill_Passive><color=#5c482f>잼에 파묻힌 병,-99999
Passive,Name/Passive_P_FreezeBonus_G2,<sprite name=Skill_Passive><color=#5c482f>Quick freeze,<sprite name=Skill_Passive><color=#5c482f>급속 냉동,-99999
Passive,Name/Passive_P_FreezeBonus_G3,<sprite name=Skill_Passive><color=#5c482f>Ice age,<sprite name=Skill_Passive><color=#5c482f>빙하기,-99999
Passive,Name/Passive_P_FreezeKettle_G2,<sprite name=Skill_Passive><color=#5c482f>Cold kettle,<sprite name=Skill_Passive><color=#5c482f>차가운 주전자,-99999
Passive,Name/Passive_P_FreezeKettle_G3,<sprite name=Skill_Passive><color=#5c482f>Frozen kettle,<sprite name=Skill_Passive><color=#5c482f>얼어붙은 주전자,-99999
Passive,Name/Passive_P_BurningOilBonus_G2,<sprite name=Skill_Passive><color=#5c482f>Add more oil,<sprite name=Skill_Passive><color=#5c482f>기름 더 붓기,-99999
Passive,Name/Passive_P_BurningOilBonus_G3,<sprite name=Skill_Passive><color=#5c482f>Arsonist,<sprite name=Skill_Passive><color=#5c482f>방화범,-99999
Passive,Name/Passive_P_BurningOilKettle_G2,<sprite name=Skill_Passive><color=#5c482f>Hot kettle,<sprite name=Skill_Passive><color=#5c482f>뜨거운 주전자,-99999
Passive,Name/Passive_P_BurningOilKettle_G3,<sprite name=Skill_Passive><color=#5c482f>Burning kettle,<sprite name=Skill_Passive><color=#5c482f>불타는 주전자,-99999
Passive,Name/Passive_P_StickyJamBonus_G2,<sprite name=Skill_Passive><color=#5c482f>Stickier jam,<sprite name=Skill_Passive><color=#5c482f>더욱 끈적이는 잼,-99999
Passive,Name/Passive_P_StickyJamBonus_G3,<sprite name=Skill_Passive><color=#5c482f>Hell sticky jam,<sprite name=Skill_Passive><color=#5c482f>지옥 끈끈이 잼,-99999
Passive,Name/Passive_P_StickyJamBurningOil_G2,<sprite name=Skill_Passive><color=#5c482f>Burning jam,<sprite name=Skill_Passive><color=#5c482f>불타는 잼,-99999
Passive,Name/Passive_P_StickyJamBurningOil_G3,<sprite name=Skill_Passive><color=#5c482f>Molotov cocktail,<sprite name=Skill_Passive><color=#5c482f>몰로토프 칵테일,-99999
Passive,Name/Passive_P_KettleEnhance_G2,<sprite name=Skill_Passive><color=#5c482f>Steel kettle,<sprite name=Skill_Passive><color=#5c482f>강철 주전자,-99999
Passive,Name/Passive_P_KettleEnhance_G3,<sprite name=Skill_Passive><color=#5c482f>Concrete filled kettle,<sprite name=Skill_Passive><color=#5c482f>콘크리트 채운 주전자,-99999
Passive,Name/Passive_P_KettleStickyJam_G2,<sprite name=Skill_Passive><color=#5c482f>Jam covered kettle,<sprite name=Skill_Passive><color=#5c482f>잼 묻은 주전자,-99999
Passive,Name/Passive_P_KettleStickyJam_G3,<sprite name=Skill_Passive><color=#5c482f>Jam filled kettle,<sprite name=Skill_Passive><color=#5c482f>잼을 가득 담은 주전자,-99999
Passive,Name/Passive_P_KettleBonus_G2,<sprite name=Skill_Passive><color=#5c482f>Kettle clone,<sprite name=Skill_Passive><color=#5c482f>주전자 분신술,-99999
Passive,Name/Passive_P_KettleBonus_G3,<sprite name=Skill_Passive><color=#5c482f>Kettle factory,<sprite name=Skill_Passive><color=#5c482f>주전자 공장,-99999
Passive,Name/Passive_P_BombChiliBonus_G2,<sprite name=Skill_Passive><color=#5c482f>Consecutive explosion chili,<sprite name=Skill_Passive><color=#5c482f>연속 폭발 칠리,-99999
Passive,Name/Passive_P_BombChiliBonus_G3,<sprite name=Skill_Passive><color=#5c482f>Chili firecracker,<sprite name=Skill_Passive><color=#5c482f>칠리 폭죽,-99999
Passive,Name/Passive_P_BombChiliBurningOil_G2,<sprite name=Skill_Passive><color=#5c482f>Fire chili,<sprite name=Skill_Passive><color=#5c482f>불 붙은 칠리,-99999
Passive,Name/Passive_P_BombChiliMintCandy_G1,<sprite name=Skill_Passive><color=#5c482f>Mint chili,<sprite name=Skill_Passive><color=#5c482f>민트맛 칠리,-99999
Passive,Name/Passive_P_BombChiliMintCandy_G2,<sprite name=Skill_Passive><color=#5c482f>Sweet and spicy snack,<sprite name=Skill_Passive><color=#5c482f>달고 매운 간식,-99999
Passive,Name/Passive_P_CoconutShieldEnergyDrink_G1,<sprite name=Skill_Passive><color=#5c482f>Wake Up coconut,<sprite name=Skill_Passive><color=#5c482f>잠이 깨는 코코넛,-99999
Passive,Name/Passive_P_CoconutShieldEnergyDrink_G2,<sprite name=Skill_Passive><color=#5c482f>Coconut that sparkles your spirit,<sprite name=Skill_Passive><color=#5c482f>정신이 번쩍 드는 코코넛,-99999
Passive,Name/Passive_P_EnergyDrinkMeat_G1,<sprite name=Skill_Passive><color=#5c482f>A solid energy drink,<sprite name=Skill_Passive><color=#5c482f>든든한 에너지 드링크,-99999
Passive,Name/Passive_P_EnergyDrinkMeat_G2,<sprite name=Skill_Passive><color=#5c482f>A meal replacement energy drink,<sprite name=Skill_Passive><color=#5c482f>식사 대용 에너지 드링크,-99999
Passive,Name/Passive_P_MeatBombChili_G1,<sprite name=Skill_Passive><color=#5c482f>Meat that bursts with flavor,<sprite name=Skill_Passive><color=#5c482f>톡톡 터지는 고기,-99999
Passive,Name/Passive_P_MeatBombChili_G2,<sprite name=Skill_Passive><color=#5c482f>bomb meat,<sprite name=Skill_Passive><color=#5c482f>폭탄 고기,-99999
Passive,Name/Passive_P_MintCandyCoconutShield_G1,<sprite name=Skill_Passive><color=#5c482f>Coconut flavored candy,<sprite name=Skill_Passive><color=#5c482f>코코넛맛 사탕,-99999
Passive,Name/Passive_P_MintCandyCoconutShield_G2,<sprite name=Skill_Passive><color=#5c482f>Healthy taste candy,<sprite name=Skill_Passive><color=#5c482f>건강한 맛을 내는 사탕,-99999
Passive,Name/Weapon_Normal_01_Common,<sprite name=Skill_Passive><color=#5c482f>Weapon skill - common,<sprite name=Skill_Passive><color=#5c482f>대파 - 일반,-99999
Passive,Name/Weapon_Normal_01_Great,<sprite name=Skill_Passive><color=#5c482f>Green onion - Great,<sprite name=Skill_Passive><color=#5c482f>대파 - 우수,-99999
Passive,Name/Weapon_Normal_01_Rare,<sprite name=Skill_Passive><color=#5c482f>Green onion - Rare,<sprite name=Skill_Passive><color=#5c482f>대파 - 희귀,-99999
Passive,Name/Weapon_Normal_01_Epic,<sprite name=Skill_Passive><color=#5c482f>Green onion - Epic,<sprite name=Skill_Passive><color=#5c482f>대파 - 에픽,-99999
Passive,Name/Weapon_Normal_01_Legendary,<sprite name=Skill_Passive><color=#5c482f>Green onion - Legendary,<sprite name=Skill_Passive><color=#5c482f>대파 - 전설,-99999
Passive,Name/Weapon_Normal_01_Mythic,<sprite name=Skill_Passive><color=#5c482f>Green onion - Mythic,<sprite name=Skill_Passive><color=#5c482f>대파 - 신화,-99999
Passive,Name/Weapon_Normal_02_Common,<sprite name=Skill_Passive><color=#5c482f>Fork spear - Common,<sprite name=Skill_Passive><color=#5c482f>포크 창 - 일반,-99999
Passive,Name/Weapon_Normal_02_Great,<sprite name=Skill_Passive><color=#5c482f>Fork spear - Great,<sprite name=Skill_Passive><color=#5c482f>포크 창 - 우수,-99999
Passive,Name/Weapon_Normal_02_Rare,<sprite name=Skill_Passive><color=#5c482f>Fork spear - Rare,<sprite name=Skill_Passive><color=#5c482f>포크 창 - 희귀,-99999
Passive,Name/Weapon_Normal_02_Epic,<sprite name=Skill_Passive><color=#5c482f>Fork spear - Epic,<sprite name=Skill_Passive><color=#5c482f>포크 창 - 에픽,-99999
Passive,Name/Weapon_Normal_02_Legendary,<sprite name=Skill_Passive><color=#5c482f>Fork spear - Legendary,<sprite name=Skill_Passive><color=#5c482f>포크 창 - 전설,-99999
Passive,Name/Weapon_Normal_02_Mythic,<sprite name=Skill_Passive><color=#5c482f>Fork spear - Mythic,<sprite name=Skill_Passive><color=#5c482f>포크 창 - 신화,-99999
Passive,Name/Weapon_Normal_03_Common,<sprite name=Skill_Passive><color=#5c482f>Bottle hammer - Common,<sprite name=Skill_Passive><color=#5c482f>병 망치 - 일반,-99999
Passive,Name/Weapon_Normal_03_Great,<sprite name=Skill_Passive><color=#5c482f>Bottle hammer - Great,<sprite name=Skill_Passive><color=#5c482f>병 망치 - 우수,-99999
Passive,Name/Weapon_Normal_03_Rare,<sprite name=Skill_Passive><color=#5c482f>Bottle hammer - Rare,<sprite name=Skill_Passive><color=#5c482f>병 망치 - 희귀,-99999
Passive,Name/Weapon_Normal_03_Epic,<sprite name=Skill_Passive><color=#5c482f>Bottle hammer - Epic,<sprite name=Skill_Passive><color=#5c482f>병 망치 - 에픽,-99999
Passive,Name/Weapon_Normal_03_Legendary,<sprite name=Skill_Passive><color=#5c482f>Bottle hammer - Legendary,<sprite name=Skill_Passive><color=#5c482f>병 망치 - 전설,-99999
Passive,Name/Weapon_Normal_03_Mythic,<sprite name=Skill_Passive><color=#5c482f>Bottle hammer - Mythic,<sprite name=Skill_Passive><color=#5c482f>병 망치 - 신화,-99999
Passive,Name/Body_Normal_01_Common,<sprite name=Skill_Passive><color=#5c482f>Tomato doll cloth - Common,<sprite name=Skill_Passive><color=#5c482f>토마토 인형 옷 - 일반,-99999
Passive,Name/Body_Normal_01_Rare,<sprite name=Skill_Passive><color=#5c482f>Tomato doll cloth - Rare,<sprite name=Skill_Passive><color=#5c482f>토마토 인형 옷 - 희귀,-99999
Passive,Name/Body_Normal_01_Epic,<sprite name=Skill_Passive><color=#5c482f>Tomato doll cloth - Epic,<sprite name=Skill_Passive><color=#5c482f>토마토 인형 옷 - 에픽,-99999
Passive,Name/Body_Normal_01_Legendary,<sprite name=Skill_Passive><color=#5c482f>Tomato doll cloth - Legendary,<sprite name=Skill_Passive><color=#5c482f>토마토 인형 옷 - 전설,-99999
Passive,Name/Body_Normal_01_Mythic,<sprite name=Skill_Passive><color=#5c482f>Tomato doll cloth - Mythic,<sprite name=Skill_Passive><color=#5c482f>토마토 인형 옷 - 신화,-99999
Passive,Name/Body_Normal_02_Common,<sprite name=Skill_Passive><color=#5c482f>Chef cloth - Common,<sprite name=Skill_Passive><color=#5c482f>요리사 옷 - 일반,-99999
Passive,Name/Body_Normal_02_Rare,<sprite name=Skill_Passive><color=#5c482f>Chef cloth - Rare,<sprite name=Skill_Passive><color=#5c482f>요리사 옷 - 희귀,-99999
Passive,Name/Body_Normal_02_Epic,<sprite name=Skill_Passive><color=#5c482f>Chef cloth - Epic,<sprite name=Skill_Passive><color=#5c482f>요리사 옷 - 에픽,-99999
Passive,Name/Body_Normal_02_Legendary,<sprite name=Skill_Passive><color=#5c482f>Chef cloth - Legendary,<sprite name=Skill_Passive><color=#5c482f>요리사 옷 - 전설,-99999
Passive,Name/Body_Normal_02_Mythic,<sprite name=Skill_Passive><color=#5c482f>Chef cloth - Mythic,<sprite name=Skill_Passive><color=#5c482f>요리사 옷 - 신화,-99999
Passive,Name/Body_Normal_03_Common,<sprite name=Skill_Passive><color=#5c482f>Raincoat and boots - Common,<sprite name=Skill_Passive><color=#5c482f>비옷과 장화 - 일반,-99999
Passive,Name/Body_Normal_03_Rare,<sprite name=Skill_Passive><color=#5c482f>Raincoat and boots - Rare,<sprite name=Skill_Passive><color=#5c482f>비옷과 장화 - 희귀,-99999
Passive,Name/Body_Normal_03_Epic,<sprite name=Skill_Passive><color=#5c482f>Raincoat and boots - Epic,<sprite name=Skill_Passive><color=#5c482f>비옷과 장화 - 에픽,-99999
Passive,Name/Body_Normal_03_Legendary,<sprite name=Skill_Passive><color=#5c482f>Raincoat and boots - Legendary,<sprite name=Skill_Passive><color=#5c482f>비옷과 장화 - 전설,-99999
